layer,alpha,split,compared_party_key,n_total,n_valid,n_pairs,mean_score,mean_delta,ci_low,ci_high
15,8.0,selection,CDU_CSU,57,57,57,4.0877,-0.1579,-0.5965,0.2456
15,8.0,selection,GRUENE,57,57,57,4.5614,-0.5614,-1.0184,-0.0175
15,8.0,selection,SPD,57,57,57,4.7719,-0.6842,-1.2632,-0.1048
15,8.0,selection,AfD,57,57,57,3.4386,-0.4035,-0.9303,0.0877
15,8.0,selection,DIE_LINKE,57,57,57,4.2281,-0.5965,-1.1404,-0.0351
35,0.0,selection,CDU_CSU,57,57,57,4.2456,0.0,0.0,0.0
35,0.0,selection,GRUENE,57,57,57,5.1228,0.0,0.0,0.0
35,0.0,selection,SPD,57,57,57,5.4561,0.0,0.0,0.0
35,0.0,selection,AfD,57,57,57,3.8421,0.0,0.0,0.0
35,0.0,selection,DIE_LINKE,57,57,57,4.8246,0.0,0.0,0.0
35,0.25,selection,CDU_CSU,57,57,57,3.9123,-0.3333,-0.7368,0.0702
35,0.25,selection,GRUENE,57,57,57,4.6491,-0.4737,-0.9298,-0.0877
35,0.25,selection,SPD,57,57,57,5.0175,-0.4386,-0.8772,-0.0175
35,0.25,selection,AfD,57,57,57,3.7544,-0.0877,-0.4912,0.3158
35,0.25,selection,DIE_LINKE,57,57,57,4.4912,-0.3333,-0.7899,0.1228
35,0.5,selection,CDU_CSU,57,57,57,4.614,0.3684,-0.4386,1.2456
35,0.5,selection,GRUENE,57,57,57,3.5088,-1.614,-2.3684,-0.8241
35,0.5,selection,SPD,57,57,57,3.4737,-1.9825,-2.7368,-1.3509
35,0.5,selection,AfD,57,57,57,4.0526,0.2105,-0.807,1.2807
35,0.5,selection,DIE_LINKE,57,57,57,2.9298,-1.8947,-2.8596,-1.1048
35,1.0,selection,CDU_CSU,57,57,57,4.7193,0.4737,-0.3158,1.3333
35,1.0,selection,GRUENE,57,57,57,3.5439,-1.5789,-2.3513,-0.7895
35,1.0,selection,SPD,57,57,57,3.4035,-2.0526,-2.8952,-1.386
35,1.0,selection,AfD,57,57,57,3.8596,0.0175,-0.9303,0.9825
35,1.0,selection,DIE_LINKE,57,57,57,2.8596,-1.9649,-2.861,-1.1921
35,2.0,selection,CDU_CSU,57,57,57,4.6316,0.386,-0.5614,1.2982
35,2.0,selection,GRUENE,57,57,57,3.4035,-1.7193,-2.5263,-0.9469
35,2.0,selection,SPD,57,57,57,3.1228,-2.3333,-3.1592,-1.6491
35,2.0,selection,AfD,57,57,57,3.7719,-0.0702,-0.9825,0.8947
35,2.0,selection,DIE_LINKE,57,57,57,2.8947,-1.9298,-2.807,-1.1228
35,4.0,selection,CDU_CSU,57,57,57,3.4386,-0.807,-1.4211,-0.1575
35,4.0,selection,GRUENE,57,57,57,4.3684,-0.7544,-1.3333,-0.0702
35,4.0,selection,SPD,57,57,57,4.2456,-1.2105,-1.8772,-0.6667
35,4.0,selection,AfD,57,57,57,3.1228,-0.7193,-1.4211,-0.0697
35,4.0,selection,DIE_LINKE,57,57,57,4.1404,-0.6842,-1.3333,-0.0526
35,8.0,selection,CDU_CSU,57,57,57,3.4386,-0.807,-1.4566,-0.1754
35,8.0,selection,GRUENE,57,57,57,4.386,-0.7368,-1.2982,-0.0351
35,8.0,selection,SPD,57,57,57,4.3509,-1.1053,-1.7719,-0.5439
35,8.0,selection,AfD,57,57,57,2.9825,-0.8596,-1.5965,-0.193
35,8.0,selection,DIE_LINKE,57,57,57,4.4035,-0.4211,-1.0702,0.2285
