layer,alpha,split,compared_party_key,n_total,n_valid,n_pairs,mean_score,mean_delta,ci_low,ci_high
10,8.0,selection,CDU_CSU,57,57,57,1.7719,-0.7018,-1.1754,-0.2807
10,8.0,selection,GRUENE,57,57,57,1.9123,-0.1404,-0.2982,0.0
10,8.0,selection,SPD,57,57,57,2.0,0.0175,-0.1053,0.1228
10,8.0,selection,AfD,57,57,57,1.8596,0.1754,-0.0526,0.4211
10,8.0,selection,DIE_LINKE,57,57,57,1.7719,-0.1404,-0.3333,0.0877
40,0.0,selection,CDU_CSU,57,57,57,2.4737,0.0,0.0,0.0
40,0.0,selection,GRUENE,57,57,57,2.0526,0.0,0.0,0.0
40,0.0,selection,SPD,57,57,57,1.9825,0.0,0.0,0.0
40,0.0,selection,AfD,57,57,57,1.6842,0.0,0.0,0.0
40,0.0,selection,DIE_LINKE,57,57,57,1.9123,0.0,0.0,0.0
40,0.25,selection,CDU_CSU,57,57,57,1.807,-0.6667,-1.1053,-0.2978
40,0.25,selection,GRUENE,57,57,57,2.0175,-0.0351,-0.2632,0.2105
40,0.25,selection,SPD,57,57,57,1.7544,-0.2281,-0.4039,-0.0526
40,0.25,selection,AfD,57,57,57,2.0,0.3158,0.1404,0.5088
40,0.25,selection,DIE_LINKE,57,57,57,1.8246,-0.0877,-0.2982,0.1232
40,0.5,selection,CDU_CSU,57,57,57,1.9123,-0.5614,-0.9825,-0.2105
40,0.5,selection,GRUENE,57,57,57,1.8772,-0.1754,-0.386,0.0351
40,0.5,selection,SPD,57,57,57,1.7018,-0.2807,-0.4737,-0.1228
40,0.5,selection,AfD,57,57,57,2.0175,0.3333,0.1575,0.5263
40,0.5,selection,DIE_LINKE,57,57,57,1.9123,0.0,-0.193,0.2105
40,1.0,selection,CDU_CSU,57,57,57,1.9474,-0.5263,-0.9474,-0.1754
40,1.0,selection,GRUENE,57,57,57,1.8772,-0.1754,-0.3684,0.0175
40,1.0,selection,SPD,57,57,57,1.7895,-0.193,-0.3509,-0.0526
40,1.0,selection,AfD,57,57,57,1.9298,0.2456,0.0175,0.4737
40,1.0,selection,DIE_LINKE,57,57,57,1.8421,-0.0702,-0.2632,0.1053
40,2.0,selection,CDU_CSU,57,57,57,1.8596,-0.614,-1.0351,-0.2281
40,2.0,selection,GRUENE,57,57,57,1.9123,-0.1404,-0.3333,0.0702
40,2.0,selection,SPD,57,57,57,1.8246,-0.1579,-0.3158,-0.0175
40,2.0,selection,AfD,57,57,57,1.8947,0.2105,0.0,0.4035
40,2.0,selection,DIE_LINKE,57,57,57,1.7719,-0.1404,-0.2987,0.0351
40,4.0,selection,CDU_CSU,57,57,57,1.7895,-0.6842,-1.0526,-0.3855
40,4.0,selection,GRUENE,57,57,57,1.9123,-0.1404,-0.3333,0.0526
40,4.0,selection,SPD,57,57,57,1.807,-0.1754,-0.3333,-0.0351
40,4.0,selection,AfD,57,57,57,1.8246,0.1404,-0.1053,0.3684
40,4.0,selection,DIE_LINKE,57,57,57,1.8596,-0.0526,-0.2456,0.1228
40,8.0,selection,CDU_CSU,57,57,57,1.7368,-0.7368,-1.1754,-0.386
40,8.0,selection,GRUENE,57,57,57,1.8947,-0.1579,-0.3158,-0.0175
40,8.0,selection,SPD,57,57,57,1.7895,-0.193,-0.3684,-0.0175
40,8.0,selection,AfD,57,57,57,1.9123,0.2281,0.0,0.4561
40,8.0,selection,DIE_LINKE,57,57,57,1.9298,0.0175,-0.1579,0.193
